time,lat,lon,alt,sds01-pm2.5,sds01-pm10,sds01-TSP,sds02-pm2.5,sds02-pm10,sds02-TSP,sds03-pm2.5,sds03-pm10,sds03-TSP,sds04-pm2.5,sds04-pm10,sds04-TSP
2019-07-13 12:15:00,53.78959228,-1.756116828,136.599,3.2,4.2,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:15:20,53.789732641,-1.756212035,139.599,4.1,36.2,12.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:15:40,53.789806636,-1.756075251,134.325,4.2,31.0,7.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:16:00,53.789876513,-1.756241943,133.29,3.1,7.8,8.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:16:20,53.789832145,-1.756440085,144.057,2.7,4.4,4.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:16:40,53.78991375,-1.756502356,139.774,2.7,3.3,3.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:17:00,53.789983881,-1.756756892,131.22,2.9,5.9,6.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:17:20,53.789918471,-1.757016403,135.323,2.9,4.3,4.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:17:40,53.790009352,-1.757078842,139.022,3.3,4.9,5.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:18:00,53.790104502,-1.757375251,144.306,3.2,4.3,5.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:18:20,53.790335706,-1.757154558,145.692,3.0,4.3,4.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:18:40,53.79049365,-1.757085165,153.766,2.9,3.7,4.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:19:00,53.790759737,-1.75675042,147.922,3.5,4.4,5.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:19:20,53.790985468,-1.75653041,142.652,3.3,5.2,6.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:19:40,53.791218169,-1.756368634,144.722,3.9,5.5,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:20:00,53.791480218,-1.756197997,133.779,3.7,4.3,5.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:20:20,53.79169208,-1.756160424,122.079,3.4,3.9,4.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:20:40,53.791930218,-1.756256087,125.602,3.2,4.7,5.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:21:00,53.792008294,-1.756230949,140.011,3.6,5.3,6.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:21:20,53.792058272,-1.75600173,168.013,4.4,13.4,15.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:21:40,53.792049277,-1.755798898,181.636,3.5,4.3,5.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:22:00,nan,nan,nan,5.1,7.8,10.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:22:20,nan,nan,nan,8.3,13.0,18.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:22:40,nan,nan,nan,8.5,16.2,22.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:23:00,nan,nan,nan,8.3,14.6,20.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:23:20,nan,nan,nan,8.3,15.8,21.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:23:40,nan,nan,nan,8.4,15.5,21.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:24:00,nan,nan,nan,8.7,12.9,19.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:24:20,nan,nan,nan,10.0,15.1,22.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:24:40,nan,nan,nan,12.9,25.6,10.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:25:00,nan,nan,nan,14.7,21.7,8.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:25:20,nan,nan,nan,15.5,20.3,7.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:25:40,nan,nan,nan,19.8,28.3,20.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:26:00,nan,nan,nan,24.8,37.5,8.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:26:20,nan,nan,nan,23.9,34.8,5.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:26:40,nan,nan,nan,19.2,29.7,21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:27:00,53.792033132,-1.755330386,168.823,6.1,10.4,14.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:27:20,53.792085277,-1.75519112,119.487,6.8,19.7,24.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:27:40,53.792162624,-1.754827598,108.376,8.8,21.7,2.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:28:00,53.792280391,-1.75455485,107.294,10.1,23.5,5.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:28:21,53.792360114,-1.75425321,102.261,8.4,21.6,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:28:41,53.792370483,-1.754230171,102.048,6.7,17.9,22.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:29:01,53.792360941,-1.754236451,101.5,5.5,45.9,23.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:29:21,53.792358555,-1.754263606,102.314,5.1,14.7,17.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:29:41,53.792367664,-1.754261294,102.166,4.6,6.3,8.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:30:01,53.792365688,-1.754272413,102.835,3.1,4.1,4.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:30:21,53.792368211,-1.754294564,103.82,3.8,7.0,8.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:30:41,53.792373857,-1.754292184,106.16,4.8,8.5,10.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:31:01,53.792363988,-1.754277916,103.544,4.6,8.5,10.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:31:21,53.792387354,-1.75427062,98.281,5.6,9.5,12.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:31:41,53.792379707,-1.754283619,98.434,5.1,7.9,10.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:32:01,53.792265854,-1.754153775,103.968,3.3,8.9,9.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:32:21,53.792226282,-1.753999538,102.93,3.2,7.9,8.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:32:41,53.792099245,-1.753670772,105.56,3.7,6.6,7.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:33:01,53.791991247,-1.753438233,106.181,4.3,7.6,9.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:33:21,53.791971361,-1.753395684,104.418,4.2,6.1,7.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:33:41,53.791919,-1.753334845,104.075,4.5,6.0,8.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:34:01,53.791801333,-1.753291379,108.495,4.0,5.3,6.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:34:21,53.791621707,-1.753179137,113.49,4.6,7.6,9.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:34:41,53.791612037,-1.753216068,109.098,5.0,6.5,9.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:35:01,53.791563882,-1.75312921,105.189,4.7,6.5,8.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:35:21,53.791458072,-1.752821964,106.227,4.5,8.5,10.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:35:41,53.791475052,-1.75299168,116.009,3.5,6.1,7.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:36:01,53.791369744,-1.753151363,129.387,5.4,8.2,11.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:36:21,53.791280988,-1.752991909,121.091,5.2,11.7,14.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:36:41,53.791242704,-1.753134034,146.122,4.4,10.8,12.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:37:01,53.791032421,-1.753500275,146.464,6.4,10.2,14.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:37:21,53.790783453,-1.753835226,139.87,6.4,11.7,15.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:37:41,53.790573475,-1.753906975,150.177,4.5,5.9,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:38:01,53.790334549,-1.75386558,152.953,3.9,5.1,6.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:38:21,53.790065735,-1.753761787,152.328,3.4,6.7,7.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 12:38:41,53.789797048,-1.753589565,153.266,3.1,7.5,8.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 16:10:52,nan,nan,nan,3.7,5.0,6.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 16:11:13,nan,nan,nan,3.6,6.1,7.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 16:11:33,nan,nan,nan,3.7,8.2,9.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-07-13 16:11:53,nan,nan,nan,3.6,6.2,7.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
